Date,RSI_2,RSI_5,RSI_14,RSI_20
6/13/1994,14.75826594,29.37889811,39.07253032,41.8673289
6/14/1994,11.0836252,25.52653023,37.3524986,40.70621553
6/15/1994,10.13711521,24.5603716,36.91719045,40.41201787
6/16/1994,6.847741299,20.98600609,35.26588864,39.29380837
6/17/1994,66.35232514,51.65943115,44.86617911,45.09019184
6/20/1994,86.2688329,71.65067113,55.55628895,52.32549972
6/21/1994,90.17937067,76.8115991,59.34418256,55.11088458
6/22/1994,64.75833841,63.96998282,54.74996342,52.16994609
6/23/1994,66.82146347,65.00251143,55.29527074,52.56084627
6/24/1994,89.8942843,81.52301257,66.53100534,61.21445716
6/27/1994,60.84510862,64.73865661,59.23084244,56.28064918
6/28/1994,50.72151519,58.76083251,56.49596058,54.38547155
6/29/1994,38.54838896,51.53542764,53.16784392,52.05656923
6/30/1994,53.42294965,57.14497988,55.65097391,53.89552692
7/1/1994,38.0861095,49.51704582,52.35242824,51.59104453
7/5/1994,55.62771306,55.98892317,54.97726912,53.50729798
7/6/1994,47.66899522,52.79798239,53.73135564,52.64763143
7/7/1994,28.4916847,43.47307291,49.92904485,50.0020535
7/8/1994,17.20588795,35.33341228,46.12754036,47.28991582
7/11/1994,42.96211969,44.76519193,49.27255079,49.47676067
7/12/1994,31.77623822,39.54400546,47.05234427,47.90253967
7/13/1994,16.81203356,29.98067728,42.38837248,44.51330818
7/14/1994,10.76158847,24.35508951,39.0845864,42.02822155
7/15/1994,8.615107935,22.06228944,37.63408658,40.92109788
7/18/1994,19.34053628,25.78832846,38.71709592,41.63854193
7/19/1994,34.47983608,30.98498373,40.17795625,42.59918551
7/20/1994,38.59596828,32.33868881,40.53954219,42.83442528
7/21/1994,35.27214818,31.5950187,40.27869336,42.65089398
7/22/1994,16.70932182,25.53500546,38.02428405,41.06217574
7/25/1994,42.18341256,34.01203547,40.03146642,42.32129348
7/26/1994,58.17384606,40.75628795,41.71681801,43.37969989
7/27/1994,73.18935536,49.17193777,43.9935007,44.81512352
7/28/1994,77.64742794,52.19034926,44.84840361,45.35388035
7/29/1994,23.92995673,31.79710761,39.09407055,41.52304314
8/1/1994,27.28369398,33.1894305,39.46393526,41.75263807
8/2/1994,37.60014295,37.04500099,40.43286715,42.34683444
8/3/1994,46.67804934,40.34966704,41.23902717,42.83667025
8/4/1994,83.66374975,63.92549945,48.92308374,47.67927
8/5/1994,86.39289528,66.9474176,50.2663347,48.56129775
